variant,k,method,n,recovered,censored,recovery,ci_low,ci_high
linear,2,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,3,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,4,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,6,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,9,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,12,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,15,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,2,genetic_algorithm,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,3,genetic_algorithm,30,29,0,0.9666666666666667,0.8332960900859082,0.9940914096183874
linear,4,genetic_algorithm,30,15,0,0.5,0.33154125640533766,0.6684587435946623
linear,6,genetic_algorithm,30,2,0,0.06666666666666667,0.018477023791270378,0.2132345836261692
linear,9,genetic_algorithm,30,0,0,0.0,0.0,0.11351339317396876
linear,12,genetic_algorithm,30,0,1,0.0,0.0,0.11351339317396876
linear,15,genetic_algorithm,30,0,0,0.0,0.0,0.11351339317396876
linear,2,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,3,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,4,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,6,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,9,grid,30,30,5,1.0,0.8864866068260312,0.9999999999999999
linear,12,grid,30,30,20,1.0,0.8864866068260312,0.9999999999999999
linear,15,grid,30,0,30,0.0,0.0,0.11351339317396876
linear,2,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,3,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,4,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,6,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,9,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,12,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
linear,15,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,2,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,3,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,4,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,6,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,9,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,12,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,15,basin_hopping,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,2,genetic_algorithm,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,3,genetic_algorithm,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,4,genetic_algorithm,30,27,0,0.9,0.7437891742081593,0.9654001112526658
sinusoidal,6,genetic_algorithm,30,19,0,0.6333333333333333,0.4551356365479487,0.7812607919389929
sinusoidal,9,genetic_algorithm,30,5,0,0.16666666666666666,0.0733654237184855,0.3356435050641603
sinusoidal,12,genetic_algorithm,30,1,0,0.03333333333333333,0.005908590381612455,0.16670390991409173
sinusoidal,15,genetic_algorithm,30,0,0,0.0,0.0,0.11351339317396876
sinusoidal,2,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,3,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,4,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,6,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,9,grid,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,12,grid,30,28,21,0.9333333333333333,0.7867654163738308,0.9815229762087295
sinusoidal,15,grid,30,0,30,0.0,0.0,0.11351339317396876
sinusoidal,2,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,3,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,4,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,6,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,9,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,12,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
sinusoidal,15,slsqp,30,30,0,1.0,0.8864866068260312,0.9999999999999999
